filters,Top 50000000 fingerprint.raw,Unique count of fingerprint.raw
session.first:true,1.394a01e976eaee90194c6449023ff2ce,1
session.first:true,1.23a0a7b0eb6c06b52e563f0d573427bb,1
session.first:true,1.80c07a613d5762ab92f43ccfb8c13889,1
session.first:true,1.03dd99397354d137da1e1080076de053,1
session.first:true,1.b1034b06d3841a4b2788b57a3cc6df74,1
session.first:true,1.8f4825591e43921c34b42310ca741b62,1
session.first:true,1.bd2747145561f6329faaff76647dcf7f,1
session.first:true,1.f407edb89227636607ad41abb079d43a,1
session.first:true,1.5c72d486db0fc41917897aeae0217abe,1
session.first:true,1.d303128f39f591621fb6d822f3518dd9,1
session.first:true,1.22d80d4603c44db92726d2c00cd0e204,1
session.first:true,1.ffaaecaf89f38e5c378826eb1f730fbb,1
session.first:true,1.7e1f22ec1ebd48be8737016fa3c8320e,1
session.first:true,1.a92d47bb90e28ada931576784210c466,1
session.first:true,1.17f604877606427be73f22b33be41a7f,1
session.first:true,1.87ec77df06a480098717cf5cca8a8284,1
session.first:true,1.e825834f64f4ac14d0a866caf0032a5f,1
session.first:true,1.a72fa5e3c8d8efb13fc2861954472a29,1
session.first:true,1.35c7804c1a2143f0ba94a9747ec657dc,1
session.first:true,1.7f0d9aa2f19230c59059094095a7c77c,1
session.first:true,1.0db1a31598590c1c3bf2c2c39645a62b,1
session.first:true,1.c8c6bb08a35ed472e346da51c5ba4792,1
session.first:true,1.cd32bf5b427174295c1ba88b69cc5b2c,1
session.first:true,1.66e5760a344d1f09887ed1c4ab4b2473,1
session.first:true,1.089d684d015205c45d44de24b3da6221,1
session.first:true,1.a989781b10e1f3f551acccd1a23298a4,1
session.first:true,1.730dc0385db50755ba940bb71243f975,1
session.first:true,1.893f741a8c7dbc8a44c8c1b1d9e557d9,1
session.first:true,1.0627717d53db2fd5740b4c875752d37f,1
session.first:true,1.7a7f1046be6d50b30261df254b581ba5,1
session.first:true,1.79522a90ab35b94b5aa5a451dd205d77,1
session.first:true,1.4ea86ebbe533713bf6768d2da35db603,1
session.first:true,1.ce2319fe8cfa376ef29265b6121a7471,1
session.first:true,1.971ba9dc12fe93016d4499bc1e0c772f,1
session.first:true,1.b8974200739b7a5eeefa97105d5e36a4,1
session.first:true,1.f83e28d3e6d335de1563b745a02b6a53,1
session.first:true,1.997d4b0b02f4f91a84839fe3da86a787,1
