filters,Top 50000000 fingerprint.raw,Count
session.first:true,1.0734508c728c0b995c8e3e895ba70266,1
session.first:true,1.073c5767a0371cf46e484e0c6a99cf0e,1
session.first:true,1.073e3abaad469e2aee502279fb790f0d,1
session.first:true,1.074c08ac944d3e4eecb7a108a20986bd,1
session.first:true,1.0751df321137bf4119bbab58cdba7543,1
session.first:true,1.07535afd839ed1e1b27754b61a3178ab,1
session.first:true,1.07548ab28403d2fa98b0e5c6fa3419c9,1
session.first:true,1.0755214a668aed10121da91ba53ea99d,1
session.first:true,1.075d8998dcd2fd5813ace74dec6117e4,1
session.first:true,1.07689f5bd6a63058b6fb3c9775e0e1b0,1
session.first:true,1.07694445c58c3907c3bbb7eb041a21dd,1
session.first:true,1.076fceb30c829cea3a46eeb72c0b4729,1
session.first:true,1.0782f99aae44ffe716f48183dbe2f8c6,1
session.first:true,1.078d5b23aa4743b2dcf6fed98c46463e,1
session.first:true,1.078ee9de09c308cf2fb83c303735c977,1
session.first:true,1.07b0ce0410151f5a1498dd97aae6695c,1
session.first:true,1.07b1eb1d13cdddcd3d0577f9acabf81f,1
session.first:true,1.07b4e23427c7937a91a66c6fe2d0940b,1
session.first:true,1.07b6bc3d1271bc4ef69b17b2f001ac67,1
session.first:true,1.07c72dcf858428ea4d17e110dc517bb0,1
session.first:true,1.07d5e34d9884c8477d4bcb130e869c31,1
session.first:true,1.07e5a0d10a391656742ab31bff97019a,1
session.first:true,1.07f46c9d0ec249a65e58328cf7bf8a79,1
session.first:true,1.08063c4914a086cf78e7681e9595b29c,1
session.first:true,1.08068d12497d060af1be12deaf2d16c1,1
session.first:true,1.0809d7ea9acaf02f6c4564809a513720,1
session.first:true,1.0813b9378348afa50442c877d587bf5d,1
session.first:true,1.0817f6e01112f90e9931744960dacb98,1
session.first:true,1.082142a047f33aabaa5cc2b53181f9e0,1
session.first:true,1.08430e71da2869b9959929970ca7d2de,1
session.first:true,1.0846de9c2ba652c599653e64c5e62a0a,1
session.first:true,1.08490d9dde572f88449f43213c7b8adb,1
session.first:true,1.084c44c2cc8641054d938692afd54384,1
session.first:true,1.085322827a50763de69152c0acd7aef7,1
session.first:true,1.085f473f155ebfc05f6593595b444ebc,1
session.first:true,1.086f21e41b41bbd78cce0bef75e1169d,1
session.first:true,1.08735bc11297ba5e075105a1741ef6e4,1
session.first:true,1.0889c6ba32c766fc4b4e20877c6e8648,1
session.first:true,1.088cd04df94af1181485954cd7c12286,1
session.first:true,1.088ed3a3287707e350bb4905ceeb2fea,1
session.first:true,1.089096fc39eab2cb4cc49715420d1d0b,1
session.first:true,1.089436dd811b44169cb053e0eae9f7e6,1
session.first:true,1.08a8acf8b672ffa2a786395fe924f9d8,1
session.first:true,1.08ab2d1a6279ba3bb41b32b58347a380,1
session.first:true,1.08adbc8d7f2b9da5d382af9fcd20558f,1
session.first:true,1.08adc77a6fbf3a0a459942fcca71e723,1
session.first:true,1.08b0ae5436ae47ccfe90b2b4e0637d1f,1
session.first:true,1.08b29b3e16167740845839f7239f94de,1
session.first:true,1.08b40f6a33f0eff1e66be6920713ad2f,1
