filters,Top 50000000 fingerprint.raw,Unique count of fingerprint.raw
session.first:false,1.79796e36c20cd971a8c828107269aabd,1
session.first:false,1.8b995f24f45c8769476b69a1ae8bd86c,1
session.first:false,1.7e7dce8ad0079276ca0fbf63523b9f62,1
session.first:false,1.9a0a7f726fc37406870e05a3cb81c9e5,1
session.first:false,1.a51a6d491052c3d33c10090e257fefdf,1
session.first:false,1.28de359006632a6ec5672aa2cb7e734d,1
session.first:false,1.dd11df35b402b455696155c95426cc80,1
session.first:false,1.e5dd6c070df00fd931c6ec7e1148e0d6,1
session.first:false,1.4dfef37fbe1b1d7e6e33066c5c832e84,1
session.first:false,1.eaafb57970c8d67e257274686ea2a8ca,1
session.first:false,1.eb534f422172026cf1bfa64e53e38fc0,1
session.first:false,1.3a98a1fcf15f6291aaadfbe9c4ed4ec0,1
session.first:false,1.63376792cdacb2175d435b83b1f3d85a,1
session.first:false,1.63ac364158e6c9893bfb6da0b2a336dd,1
session.first:false,1.67c375c90d44d006628029c0ccb39cba,1
session.first:false,1.0e3a272c9af645ba7ece05fd94a36d63,1
session.first:false,1.f84b27e767ac7342211c85653bac316c,1
session.first:false,1.2e847542a336c272fde0fa8056fed990,1
session.first:false,1.231cefce6d1c248fd041479ca70c239a,1
session.first:false,1.14c8c1638a769f67381d174b9f7bc058,1
session.first:false,1.44db63a05bc09bfc0870dbfe0067aeb2,1
session.first:false,1.6c93a353f2a306fd53920315b6b12270,1
session.first:false,1.1d3940b40333556d8a5daeb0144c6637,1
session.first:false,1.d897cb2a91c36d2729b2fd76c99bc223,1
session.first:false,1.da99f3fcb39c66b5acb5554de6859453,1
session.first:false,1.f9de2abd8d9b2b53a66fadea3d2fc013,1
session.first:false,1.55ab6738fe9b25e1e8986b34f438b60c,1
session.first:false,1.2eb5dc20887158197f3ee1e47b0799ac,1
session.first:false,1.31fd83a0c4bcff5d6670cd871ed593bf,1
session.first:false,1.3228f2feb8fcc58541328150c551bbf6,1
session.first:false,1.2c8911c2c825973d994a783ac9d33393,1
session.first:false,1.ceb8665dd956861da4f90adaa1ef9ba0,1
session.first:false,1.e6cebb2a850e62c0cfaacbbd568b15cc,1
session.first:false,1.30955d484c5c1d55a69e209f9f2a1154,1
session.first:false,1.bf98e607dd2896d5ca33ad06a416d13f,1
session.first:false,1.614b79098f3cbf79c575101806431d7f,1
session.first:false,1.db8d13c50b1ec738a850425c8c3eba96,1
session.first:false,1.a58a2b8d61484ae7f757cdfa7e1eb42c,1
session.first:false,1.0ead9bd925c2f60407d8af460edd90c2,1
session.first:false,1.cdfd65350e259719093a4b13ee78f4e7,1
session.first:false,1.477400db4634f5d487cdd36447174005,1
session.first:false,1.85e3b2d65b803d7d4e913b678f5f9706,1
session.first:false,1.a0232da6102818121bf696b8657f1df8,1
session.first:false,1.8f83ea4f2ed8baf0dfcb507e81e0dd77,1
